images,date,shoot,frame,bbox_loc,miss_or_broken
frame_02-07-2024_SHOT0029_376.jpg,02-07-2024,SHOT0029,376,[],broken
frame_02-07-2024_SHOT0029_47.jpg,02-07-2024,SHOT0029,47,"[[1499.7987060546875, 609.8268432617188, 1534.2828369140625, 646.0090942382812]]",miss
frame_02-07-2024_SHOT0029_94.jpg,02-07-2024,SHOT0029,94,"[[1568.600830078125, 639.9077758789062, 1601.795654296875, 674.6239013671875]]",miss
frame_02-07-2024_SHOT0030_0.jpg,02-07-2024,SHOT0030,0,[],broken
frame_02-07-2024_SHOT0030_141.jpg,02-07-2024,SHOT0030,141,"[[1123.5064697265625, 573.49560546875, 1165.7979736328125, 616.2188110351562]]",miss
frame_02-07-2024_SHOT0030_188.jpg,02-07-2024,SHOT0030,188,[],broken
frame_02-07-2024_SHOT0030_235.jpg,02-07-2024,SHOT0030,235,"[[1169.810546875, 466.75323486328125, 1202.3402099609375, 500.128662109375]]",miss
frame_02-07-2024_SHOT0030_282.jpg,02-07-2024,SHOT0030,282,"[[1455.0123291015625, 546.2832641601562, 1490.1575927734375, 580.8363647460938]]",miss
frame_02-07-2024_SHOT0030_329.jpg,02-07-2024,SHOT0030,329,"[[1606.14892578125, 551.6672973632812, 1645.915771484375, 594.4082641601562]]",miss
frame_02-07-2024_SHOT0030_376.jpg,02-07-2024,SHOT0030,376,"[[1561.322509765625, 626.5755004882812, 1601.3194580078125, 669.9712524414062]]",miss
frame_02-07-2024_SHOT0030_423.jpg,02-07-2024,SHOT0030,423,[],broken
frame_02-07-2024_SHOT0030_47.jpg,02-07-2024,SHOT0030,47,"[[1476.665283203125, 434.32159423828125, 1529.810302734375, 491.0135192871094]]",miss
frame_02-07-2024_SHOT0030_94.jpg,02-07-2024,SHOT0030,94,"[[1134.6865234375, 599.237548828125, 1182.7076416015625, 649.9454956054688]]",miss
frame_02-07-2024_SHOT0031_0.jpg,02-07-2024,SHOT0031,0,[],broken
frame_02-07-2024_SHOT0031_141.jpg,02-07-2024,SHOT0031,141,"[[1076.080322265625, 569.8142700195312, 1116.5247802734375, 610.741455078125]]",miss
frame_02-07-2024_SHOT0031_188.jpg,02-07-2024,SHOT0031,188,[],broken
frame_02-07-2024_SHOT0031_235.jpg,02-07-2024,SHOT0031,235,"[[1068.873291015625, 515.2164916992188, 1102.8626708984375, 550.3798217773438]]",miss
frame_02-07-2024_SHOT0031_282.jpg,02-07-2024,SHOT0031,282,"[[1371.4932861328125, 648.70458984375, 1403.191650390625, 682.7736206054688]]",miss
frame_02-07-2024_SHOT0031_329.jpg,02-07-2024,SHOT0031,329,"[[1557.945556640625, 644.7778930664062, 1594.94287109375, 683.421630859375]]",miss
frame_02-07-2024_SHOT0031_376.jpg,02-07-2024,SHOT0031,376,"[[1461.1904296875, 903.4820556640625, 1498.350341796875, 943.1962890625]]",miss
frame_02-07-2024_SHOT0031_423.jpg,02-07-2024,SHOT0031,423,[],broken
frame_02-07-2024_SHOT0031_47.jpg,02-07-2024,SHOT0031,47,"[[1503.984130859375, 524.5188598632812, 1556.3187255859375, 580.0139770507812]]",miss
frame_02-07-2024_SHOT0031_94.jpg,02-07-2024,SHOT0031,94,"[[1135.3143310546875, 646.4671630859375, 1178.319091796875, 694.3899536132812]]",miss
frame_02-07-2024_SHOT0032_0.jpg,02-07-2024,SHOT0032,0,[],broken
frame_02-07-2024_SHOT0032_141.jpg,02-07-2024,SHOT0032,141,"[[1053.1932373046875, 572.7023315429688, 1098.754150390625, 620.935791015625]]",miss
frame_02-07-2024_SHOT0032_188.jpg,02-07-2024,SHOT0032,188,[],broken
frame_02-07-2024_SHOT0032_235.jpg,02-07-2024,SHOT0032,235,"[[959.0631713867188, 467.4273681640625, 992.2274780273438, 502.6017150878906]]",miss
frame_02-07-2024_SHOT0032_282.jpg,02-07-2024,SHOT0032,282,"[[1320.419189453125, 1290.9959716796875, 1351.2523193359375, 1324.0682373046875]]",miss
frame_02-07-2024_SHOT0032_329.jpg,02-07-2024,SHOT0032,329,"[[1529.5101318359375, 606.7001953125, 1565.6448974609375, 644.7978515625], [912.565673828125, 1322.681396484375, 957.8130493164062, 1371.02734375]]",miss
frame_02-07-2024_SHOT0032_376.jpg,02-07-2024,SHOT0032,376,[],broken
frame_02-07-2024_SHOT0032_423.jpg,02-07-2024,SHOT0032,423,"[[2020.5107421875, 1357.17138671875, 2065.266845703125, 1407.3734130859375], [1625.557861328125, 1226.712646484375, 1660.2066650390625, 1261.906005859375]]",miss
frame_02-07-2024_SHOT0032_47.jpg,02-07-2024,SHOT0032,47,"[[1431.10888671875, 511.1632995605469, 1486.802734375, 576.4050903320312]]",miss
frame_02-07-2024_SHOT0032_94.jpg,02-07-2024,SHOT0032,94,"[[1145.080322265625, 618.3115844726562, 1196.12744140625, 672.3550415039062]]",miss
frame_02-07-2024_SHOT0033_0.jpg,02-07-2024,SHOT0033,0,[],broken
frame_02-07-2024_SHOT0033_141.jpg,02-07-2024,SHOT0033,141,"[[1002.864990234375, 580.8309326171875, 1040.4971923828125, 621.4620971679688]]",miss
frame_02-07-2024_SHOT0033_188.jpg,02-07-2024,SHOT0033,188,[],broken
frame_02-07-2024_SHOT0033_235.jpg,02-07-2024,SHOT0033,235,"[[1047.1270751953125, 553.7323608398438, 1077.0482177734375, 588.7379760742188]]",miss
frame_02-07-2024_SHOT0033_282.jpg,02-07-2024,SHOT0033,282,"[[1436.1163330078125, 627.67236328125, 1471.4935302734375, 664.0802612304688]]",miss
frame_02-07-2024_SHOT0033_329.jpg,02-07-2024,SHOT0033,329,[],broken
frame_02-07-2024_SHOT0033_376.jpg,02-07-2024,SHOT0033,376,"[[1464.938232421875, 864.294921875, 1501.113525390625, 903.0940551757812]]",miss
frame_02-07-2024_SHOT0033_423.jpg,02-07-2024,SHOT0033,423,"[[1076.46435546875, 682.5995483398438, 1115.2081298828125, 724.2150268554688]]",miss
frame_02-07-2024_SHOT0033_47.jpg,02-07-2024,SHOT0033,47,"[[1435.041259765625, 576.622314453125, 1486.0810546875, 635.679931640625]]",miss
frame_02-07-2024_SHOT0033_94.jpg,02-07-2024,SHOT0033,94,"[[1109.9970703125, 661.677978515625, 1157.8629150390625, 712.549560546875]]",miss
frame_02-07-2024_SHOT0034_0.jpg,02-07-2024,SHOT0034,0,"[[1508.2371826171875, 244.78524780273438, 1544.4544677734375, 281.1116943359375]]",miss
frame_02-07-2024_SHOT0034_141.jpg,02-07-2024,SHOT0034,141,[],broken
frame_02-07-2024_SHOT0034_188.jpg,02-07-2024,SHOT0034,188,"[[205.33563232421875, 337.93719482421875, 233.077880859375, 367.1777038574219]]",miss
frame_02-07-2024_SHOT0034_235.jpg,02-07-2024,SHOT0034,235,[],broken
frame_02-07-2024_SHOT0034_282.jpg,02-07-2024,SHOT0034,282,"[[1547.62451171875, 633.6494140625, 1582.671875, 670.683837890625]]",miss
frame_02-07-2024_SHOT0034_329.jpg,02-07-2024,SHOT0034,329,"[[1557.74365234375, 641.7733154296875, 1597.7672119140625, 684.980712890625]]",miss
frame_02-07-2024_SHOT0034_376.jpg,02-07-2024,SHOT0034,376,"[[1552.086669921875, 656.4641723632812, 1590.3004150390625, 696.31982421875]]",miss
frame_02-07-2024_SHOT0034_423.jpg,02-07-2024,SHOT0034,423,"[[1355.08544921875, 901.367919921875, 1394.2962646484375, 942.6324462890625]]",miss
frame_02-07-2024_SHOT0034_47.jpg,02-07-2024,SHOT0034,47,"[[1408.63427734375, 559.2763671875, 1463.2545166015625, 616.6405639648438]]",miss
frame_02-07-2024_SHOT0034_470.jpg,02-07-2024,SHOT0034,470,[],broken
frame_02-07-2024_SHOT0034_94.jpg,02-07-2024,SHOT0034,94,"[[1108.3477783203125, 610.30810546875, 1155.037109375, 661.2498168945312]]",miss
frame_02-07-2024_SHOT0035_0.jpg,02-07-2024,SHOT0035,0,[],broken
frame_02-07-2024_SHOT0035_141.jpg,02-07-2024,SHOT0035,141,"[[986.6475219726562, 682.9702758789062, 1025.4871826171875, 725.3716430664062]]",miss
frame_02-07-2024_SHOT0035_188.jpg,02-07-2024,SHOT0035,188,"[[612.4365234375, 1286.690673828125, 644.1053466796875, 1320.153076171875]]",miss
frame_02-07-2024_SHOT0035_235.jpg,02-07-2024,SHOT0035,235,"[[1003.5955810546875, 473.6556091308594, 1037.3702392578125, 507.49835205078125]]",miss
frame_02-07-2024_SHOT0035_282.jpg,02-07-2024,SHOT0035,282,[],broken
frame_02-07-2024_SHOT0035_329.jpg,02-07-2024,SHOT0035,329,"[[1541.504150390625, 672.3568115234375, 1575.696533203125, 707.3919677734375]]",miss
frame_02-07-2024_SHOT0035_376.jpg,02-07-2024,SHOT0035,376,"[[1509.07568359375, 686.445068359375, 1546.7119140625, 726.5264282226562]]",miss
frame_02-07-2024_SHOT0035_423.jpg,02-07-2024,SHOT0035,423,[],broken
frame_02-07-2024_SHOT0035_47.jpg,02-07-2024,SHOT0035,47,"[[1677.940673828125, 529.0728759765625, 1733.7857666015625, 586.1758422851562]]",miss
frame_02-07-2024_SHOT0035_470.jpg,02-07-2024,SHOT0035,470,[],broken
frame_02-07-2024_SHOT0035_94.jpg,02-07-2024,SHOT0035,94,"[[1168.4969482421875, 623.21142578125, 1215.4932861328125, 673.6395263671875]]",miss
frame_02-07-2024_SHOT0036_0.jpg,02-07-2024,SHOT0036,0,"[[1342.6470947265625, 368.0460510253906, 1397.3499755859375, 427.9641418457031]]",miss
frame_02-07-2024_SHOT0036_141.jpg,02-07-2024,SHOT0036,141,[],broken
frame_02-07-2024_SHOT0036_188.jpg,02-07-2024,SHOT0036,188,[],broken
frame_02-07-2024_SHOT0036_235.jpg,02-07-2024,SHOT0036,235,"[[919.8959350585938, 90.88363647460938, 961.3904418945312, 135.69110107421875]]",miss
frame_02-07-2024_SHOT0036_282.jpg,02-07-2024,SHOT0036,282,"[[1065.362548828125, 500.83636474609375, 1109.4405517578125, 547.178466796875]]",miss
frame_02-07-2024_SHOT0036_329.jpg,02-07-2024,SHOT0036,329,"[[1427.902099609375, 647.0419921875, 1474.447509765625, 697.570556640625]]",miss
frame_02-07-2024_SHOT0036_376.jpg,02-07-2024,SHOT0036,376,"[[1188.4761962890625, 817.0125732421875, 1228.97021484375, 859.7876586914062]]",miss
frame_02-07-2024_SHOT0036_47.jpg,02-07-2024,SHOT0036,47,"[[1338.9735107421875, 614.375732421875, 1388.3712158203125, 665.6580200195312]]",miss
frame_02-07-2024_SHOT0036_94.jpg,02-07-2024,SHOT0036,94,"[[1425.0081787109375, 587.0159301757812, 1472.8843994140625, 641.5614013671875]]",miss
frame_02-07-2024_SHOT0037_0.jpg,02-07-2024,SHOT0037,0,"[[1142.03369140625, 426.12127685546875, 1196.8626708984375, 484.18817138671875]]",miss
frame_02-07-2024_SHOT0037_141.jpg,02-07-2024,SHOT0037,141,[],broken
frame_02-07-2024_SHOT0037_188.jpg,02-07-2024,SHOT0037,188,"[[2329.6748046875, 611.7626953125, 2360.24365234375, 643.3655395507812]]",miss
frame_02-07-2024_SHOT0037_235.jpg,02-07-2024,SHOT0037,235,"[[539.0689697265625, 212.30728149414062, 581.2056884765625, 257.77783203125]]",miss
frame_02-07-2024_SHOT0037_282.jpg,02-07-2024,SHOT0037,282,"[[1166.390625, 455.6971130371094, 1211.8330078125, 504.18438720703125]]",miss
frame_02-07-2024_SHOT0037_329.jpg,02-07-2024,SHOT0037,329,"[[1511.9527587890625, 669.8593139648438, 1556.3045654296875, 717.046630859375]]",miss
frame_02-07-2024_SHOT0037_376.jpg,02-07-2024,SHOT0037,376,"[[942.51123046875, 489.9801330566406, 985.3557739257812, 534.322021484375]]",miss
frame_02-07-2024_SHOT0037_47.jpg,02-07-2024,SHOT0037,47,"[[1329.755615234375, 587.3898315429688, 1380.572265625, 641.1206665039062]]",miss
frame_02-07-2024_SHOT0037_94.jpg,02-07-2024,SHOT0037,94,"[[1340.8868408203125, 600.437255859375, 1387.5003662109375, 650.1998291015625]]",miss
frame_02-07-2024_SHOT0038_0.jpg,02-07-2024,SHOT0038,0,"[[1318.3924560546875, 411.2150573730469, 1375.7974853515625, 474.9519958496094]]",miss
frame_02-07-2024_SHOT0038_141.jpg,02-07-2024,SHOT0038,141,"[[1166.1043701171875, 856.7639770507812, 1208.4671630859375, 900.9552001953125]]",miss
frame_02-07-2024_SHOT0038_188.jpg,02-07-2024,SHOT0038,188,[],broken
frame_02-07-2024_SHOT0038_235.jpg,02-07-2024,SHOT0038,235,"[[894.1973876953125, 373.47259521484375, 935.4461059570312, 416.5657653808594]]",miss
frame_02-07-2024_SHOT0038_282.jpg,02-07-2024,SHOT0038,282,"[[1494.130126953125, 684.217529296875, 1535.69921875, 729.3999633789062]]",miss
frame_02-07-2024_SHOT0038_329.jpg,02-07-2024,SHOT0038,329,"[[1442.990478515625, 1077.7459716796875, 1485.04052734375, 1122.905517578125]]",miss
frame_02-07-2024_SHOT0038_376.jpg,02-07-2024,SHOT0038,376,"[[828.1574096679688, 918.0072631835938, 872.4038696289062, 964.7872924804688], [1044.8050537109375, 691.2970581054688, 1078.5965576171875, 726.6818237304688]]",miss
frame_02-07-2024_SHOT0038_47.jpg,02-07-2024,SHOT0038,47,"[[1366.4383544921875, 625.9738159179688, 1418.1282958984375, 679.9237060546875]]",miss
frame_02-07-2024_SHOT0038_94.jpg,02-07-2024,SHOT0038,94,"[[1381.5628662109375, 581.7178955078125, 1439.32421875, 638.79931640625]]",miss
frame_02-07-2024_SHOT0039_0.jpg,02-07-2024,SHOT0039,0,"[[1155.42578125, 268.124755859375, 1208.574951171875, 323.35614013671875]]",miss
frame_02-07-2024_SHOT0039_141.jpg,02-07-2024,SHOT0039,141,"[[1099.823486328125, 911.2344970703125, 1141.355224609375, 957.1240234375]]",miss
frame_02-07-2024_SHOT0039_188.jpg,02-07-2024,SHOT0039,188,[],broken
frame_02-07-2024_SHOT0039_235.jpg,02-07-2024,SHOT0039,235,"[[873.1203002929688, 399.514404296875, 912.1535034179688, 440.7392578125]]",miss
frame_02-07-2024_SHOT0039_282.jpg,02-07-2024,SHOT0039,282,"[[1365.6265869140625, 637.5396118164062, 1406.852783203125, 681.58154296875]]",miss
frame_02-07-2024_SHOT0039_329.jpg,02-07-2024,SHOT0039,329,"[[1438.5076904296875, 866.525390625, 1478.6998291015625, 906.876708984375]]",miss
frame_02-07-2024_SHOT0039_376.jpg,02-07-2024,SHOT0039,376,"[[718.16650390625, 879.9722290039062, 752.82470703125, 916.9598388671875], [883.9699096679688, 1169.03271484375, 915.1300659179688, 1200.5625]]",miss
frame_02-07-2024_SHOT0039_47.jpg,02-07-2024,SHOT0039,47,"[[1295.6494140625, 614.454345703125, 1345.3035888671875, 666.9161376953125], [1284.566650390625, 606.6746826171875, 1355.1971435546875, 670.8361206054688]]",miss
frame_02-07-2024_SHOT0039_94.jpg,02-07-2024,SHOT0039,94,"[[1400.318603515625, 608.4295654296875, 1454.62109375, 670.4415893554688]]",miss
frame_02-07-2024_SHOT0040_0.jpg,02-07-2024,SHOT0040,0,"[[1045.0301513671875, 349.2431640625, 1100.8428955078125, 408.6754455566406]]",miss
frame_02-07-2024_SHOT0040_141.jpg,02-07-2024,SHOT0040,141,[],broken
frame_02-07-2024_SHOT0040_188.jpg,02-07-2024,SHOT0040,188,[],broken
frame_02-07-2024_SHOT0040_235.jpg,02-07-2024,SHOT0040,235,"[[835.1975708007812, 333.3436279296875, 878.1411743164062, 378.86004638671875]]",miss
frame_02-07-2024_SHOT0040_282.jpg,02-07-2024,SHOT0040,282,"[[1358.609130859375, 636.7284545898438, 1405.443359375, 688.3302612304688]]",miss
frame_02-07-2024_SHOT0040_329.jpg,02-07-2024,SHOT0040,329,"[[1483.3228759765625, 751.4842529296875, 1522.96533203125, 794.2982788085938]]",miss
frame_02-07-2024_SHOT0040_376.jpg,02-07-2024,SHOT0040,376,"[[758.5458984375, 390.6509094238281, 797.7166137695312, 432.6598815917969], [1056.728271484375, 331.1401062011719, 1084.83544921875, 364.3721618652344]]",miss
frame_02-07-2024_SHOT0040_47.jpg,02-07-2024,SHOT0040,47,"[[1320.28759765625, 567.875732421875, 1380.18994140625, 633.4672241210938]]",miss
frame_02-07-2024_SHOT0040_94.jpg,02-07-2024,SHOT0040,94,"[[1390.916748046875, 640.9302978515625, 1441.4725341796875, 697.2379760742188]]",miss
frame_02-07-2024_SHOT0041_0.jpg,02-07-2024,SHOT0041,0,"[[975.4290161132812, 446.3019714355469, 1024.605224609375, 501.80523681640625]]",miss
frame_02-07-2024_SHOT0041_141.jpg,02-07-2024,SHOT0041,141,"[[1020.7161865234375, 757.2135009765625, 1057.086669921875, 796.1182861328125]]",miss
frame_02-07-2024_SHOT0041_188.jpg,02-07-2024,SHOT0041,188,"[[2175.5830078125, 768.8429565429688, 2208.43505859375, 802.689453125]]",miss
frame_02-07-2024_SHOT0041_235.jpg,02-07-2024,SHOT0041,235,"[[1021.9971923828125, 360.5891418457031, 1060.28857421875, 401.6093444824219]]",miss
frame_02-07-2024_SHOT0041_282.jpg,02-07-2024,SHOT0041,282,"[[1398.656494140625, 639.3978271484375, 1449.69775390625, 695.537841796875]]",miss
frame_02-07-2024_SHOT0041_329.jpg,02-07-2024,SHOT0041,329,"[[1473.0733642578125, 678.9349975585938, 1523.595458984375, 735.7316284179688]]",miss
frame_02-07-2024_SHOT0041_376.jpg,02-07-2024,SHOT0041,376,"[[1241.343017578125, 883.9288940429688, 1286.9510498046875, 931.4111328125]]",miss
frame_02-07-2024_SHOT0041_423.jpg,02-07-2024,SHOT0041,423,"[[1049.923095703125, 1248.11474609375, 1091.43701171875, 1292.0338134765625]]",miss
frame_02-07-2024_SHOT0041_47.jpg,02-07-2024,SHOT0041,47,"[[1301.3162841796875, 556.0603637695312, 1352.6239013671875, 609.140380859375]]",miss
frame_02-07-2024_SHOT0041_94.jpg,02-07-2024,SHOT0041,94,"[[1392.2366943359375, 620.1943359375, 1437.3197021484375, 668.610595703125]]",miss
frame_02-07-2024_SHOT0042_0.jpg,02-07-2024,SHOT0042,0,"[[1858.94580078125, 590.6571044921875, 1903.7540283203125, 637.6732177734375]]",miss
frame_02-07-2024_SHOT0042_141.jpg,02-07-2024,SHOT0042,141,"[[1191.3631591796875, 668.307373046875, 1228.354736328125, 708.15673828125]]",miss
frame_02-07-2024_SHOT0042_188.jpg,02-07-2024,SHOT0042,188,"[[2098.74560546875, 402.35174560546875, 2135.273193359375, 440.09576416015625]]",miss
frame_02-07-2024_SHOT0042_235.jpg,02-07-2024,SHOT0042,235,"[[1086.9918212890625, 376.72064208984375, 1127.564697265625, 420.3320617675781]]",miss
frame_02-07-2024_SHOT0042_282.jpg,02-07-2024,SHOT0042,282,"[[1472.436279296875, 719.1568603515625, 1515.0142822265625, 763.3900146484375]]",miss
frame_02-07-2024_SHOT0042_329.jpg,02-07-2024,SHOT0042,329,"[[1232.793701171875, 885.6389770507812, 1274.854248046875, 929.5469360351562]]",miss
frame_02-07-2024_SHOT0042_47.jpg,02-07-2024,SHOT0042,47,"[[1267.37646484375, 543.3679809570312, 1317.134033203125, 597.1038818359375]]",miss
frame_02-07-2024_SHOT0042_94.jpg,02-07-2024,SHOT0042,94,"[[1363.1463623046875, 671.0335083007812, 1408.304443359375, 721.7678833007812]]",miss
frame_02-07-2024_SHOT0043_0.jpg,02-07-2024,SHOT0043,0,"[[1114.4288330078125, 366.2290344238281, 1171.06103515625, 425.9271545410156]]",miss
frame_02-07-2024_SHOT0043_141.jpg,02-07-2024,SHOT0043,141,"[[1011.3870849609375, 681.125732421875, 1053.32275390625, 726.6719360351562]]",miss
frame_02-07-2024_SHOT0043_188.jpg,02-07-2024,SHOT0043,188,"[[2416.361328125, 782.4569702148438, 2451.600341796875, 821.2393188476562]]",miss
frame_02-07-2024_SHOT0043_235.jpg,02-07-2024,SHOT0043,235,"[[993.579833984375, 463.1163024902344, 1035.9466552734375, 507.67327880859375]]",miss
frame_02-07-2024_SHOT0043_282.jpg,02-07-2024,SHOT0043,282,"[[1444.9837646484375, 674.5445556640625, 1493.15869140625, 725.798583984375]]",miss
frame_02-07-2024_SHOT0043_329.jpg,02-07-2024,SHOT0043,329,"[[1434.4937744140625, 1031.3218994140625, 1499.27197265625, 1103.899658203125]]",miss
frame_02-07-2024_SHOT0043_376.jpg,02-07-2024,SHOT0043,376,"[[626.2772216796875, 580.8944702148438, 659.7601318359375, 614.5065307617188], [1020.6836547851562, 961.0900268554688, 1051.2998046875, 992.4002685546875], [400.2593078613281, 880.0374145507812, 433.66851806640625, 917.1884155273438]]",miss
frame_02-07-2024_SHOT0043_47.jpg,02-07-2024,SHOT0043,47,"[[1343.9261474609375, 571.6553344726562, 1406.49462890625, 635.365966796875]]",miss
frame_02-07-2024_SHOT0043_94.jpg,02-07-2024,SHOT0043,94,"[[1399.9853515625, 629.5764770507812, 1449.2178955078125, 681.1718139648438]]",miss
frame_02-07-2024_SHOT0044_0.jpg,02-07-2024,SHOT0044,0,"[[1225.5931396484375, 317.675537109375, 1280.1929931640625, 377.21124267578125]]",miss
frame_02-07-2024_SHOT0044_141.jpg,02-07-2024,SHOT0044,141,"[[975.0648803710938, 647.3859252929688, 1012.5982666015625, 688.2718505859375]]",miss
frame_02-07-2024_SHOT0044_188.jpg,02-07-2024,SHOT0044,188,[],broken
frame_02-07-2024_SHOT0044_235.jpg,02-07-2024,SHOT0044,235,"[[1271.587646484375, 454.8006286621094, 1315.4954833984375, 500.5702819824219]]",miss
frame_02-07-2024_SHOT0044_282.jpg,02-07-2024,SHOT0044,282,"[[1306.0947265625, 561.6065673828125, 1354.0765380859375, 610.6373901367188]]",miss
frame_02-07-2024_SHOT0044_329.jpg,02-07-2024,SHOT0044,329,"[[1453.97900390625, 695.251220703125, 1502.58740234375, 744.7734985351562]]",miss
frame_02-07-2024_SHOT0044_376.jpg,02-07-2024,SHOT0044,376,[],broken
frame_02-07-2024_SHOT0044_47.jpg,02-07-2024,SHOT0044,47,"[[1276.5897216796875, 581.177490234375, 1329.4212646484375, 635.8543090820312]]",miss
frame_02-07-2024_SHOT0044_94.jpg,02-07-2024,SHOT0044,94,"[[1390.586181640625, 589.2570190429688, 1445.2352294921875, 647.917724609375]]",miss
frame_02-07-2024_SHOT0045_0.jpg,02-07-2024,SHOT0045,0,"[[1263.6988525390625, 322.7262878417969, 1305.696533203125, 368.79779052734375]]",miss
frame_02-07-2024_SHOT0045_141.jpg,02-07-2024,SHOT0045,141,"[[720.6651611328125, 609.8784790039062, 758.9771118164062, 649.953857421875]]",miss
frame_02-07-2024_SHOT0045_188.jpg,02-07-2024,SHOT0045,188,[],broken
frame_02-07-2024_SHOT0045_235.jpg,02-07-2024,SHOT0045,235,"[[1400.0980224609375, 255.61831665039062, 1453.35498046875, 311.2213134765625]]",miss
frame_02-07-2024_SHOT0045_282.jpg,02-07-2024,SHOT0045,282,"[[1413.5946044921875, 617.788330078125, 1471.446044921875, 675.7123413085938]]",miss
frame_02-07-2024_SHOT0045_329.jpg,02-07-2024,SHOT0045,329,"[[1379.0218505859375, 572.6218872070312, 1437.72265625, 632.3724365234375]]",miss
frame_02-07-2024_SHOT0045_376.jpg,02-07-2024,SHOT0045,376,[],broken
frame_02-07-2024_SHOT0045_47.jpg,02-07-2024,SHOT0045,47,"[[1337.10791015625, 675.583740234375, 1377.02294921875, 719.1990356445312]]",miss
frame_02-07-2024_SHOT0045_94.jpg,02-07-2024,SHOT0045,94,"[[1496.53076171875, 688.5109252929688, 1545.7464599609375, 739.3067626953125]]",miss
frame_02-07-2024_SHOT0046_0.jpg,02-07-2024,SHOT0046,0,"[[996.2471313476562, 315.1886291503906, 1039.138671875, 360.4035949707031]]",miss
frame_02-07-2024_SHOT0046_141.jpg,02-07-2024,SHOT0046,141,"[[633.84814453125, 594.4510498046875, 666.0660400390625, 628.4655151367188]]",miss
frame_02-07-2024_SHOT0046_188.jpg,02-07-2024,SHOT0046,188,[],broken
frame_02-07-2024_SHOT0046_235.jpg,02-07-2024,SHOT0046,235,[],broken
frame_02-07-2024_SHOT0046_282.jpg,02-07-2024,SHOT0046,282,"[[1319.426513671875, 595.6236572265625, 1375.1873779296875, 654.1237182617188]]",miss
frame_02-07-2024_SHOT0046_329.jpg,02-07-2024,SHOT0046,329,"[[1395.414794921875, 595.4883422851562, 1445.44970703125, 648.609130859375], [1386.3128662109375, 591.832763671875, 1452.9703369140625, 649.9144287109375]]",miss
frame_02-07-2024_SHOT0046_376.jpg,02-07-2024,SHOT0046,376,"[[1148.463134765625, 936.9583740234375, 1190.0982666015625, 982.106201171875]]",miss
frame_02-07-2024_SHOT0046_423.jpg,02-07-2024,SHOT0046,423,"[[1330.407470703125, 1323.04052734375, 1372.632568359375, 1369.03759765625]]",miss
frame_02-07-2024_SHOT0046_47.jpg,02-07-2024,SHOT0046,47,"[[1409.738525390625, 667.9071655273438, 1454.9576416015625, 717.16357421875]]",miss
frame_02-07-2024_SHOT0046_94.jpg,02-07-2024,SHOT0046,94,"[[1451.17333984375, 662.5297241210938, 1490.8360595703125, 703.4571533203125]]",miss
frame_02-07-2024_SHOT0047_0.jpg,02-07-2024,SHOT0047,0,"[[856.9446411132812, 333.9222717285156, 899.543701171875, 378.4738464355469]]",miss
frame_02-07-2024_SHOT0047_141.jpg,02-07-2024,SHOT0047,141,"[[1071.5892333984375, 721.4882202148438, 1120.486328125, 771.3518676757812]]",miss
frame_02-07-2024_SHOT0047_188.jpg,02-07-2024,SHOT0047,188,[],broken
frame_02-07-2024_SHOT0047_235.jpg,02-07-2024,SHOT0047,235,"[[1671.1156005859375, 259.678466796875, 1722.029296875, 314.1185607910156]]",miss
frame_02-07-2024_SHOT0047_282.jpg,02-07-2024,SHOT0047,282,"[[1176.757080078125, 488.9482727050781, 1232.1595458984375, 547.6931762695312]]",miss
frame_02-07-2024_SHOT0047_329.jpg,02-07-2024,SHOT0047,329,"[[1362.12939453125, 649.8727416992188, 1406.824951171875, 699.3370361328125]]",miss
frame_02-07-2024_SHOT0047_376.jpg,02-07-2024,SHOT0047,376,"[[1169.5484619140625, 690.6295166015625, 1213.75732421875, 736.9126586914062]]",miss
frame_02-07-2024_SHOT0047_47.jpg,02-07-2024,SHOT0047,47,"[[1326.6226806640625, 537.6076049804688, 1377.3001708984375, 593.8274536132812]]",miss
frame_02-07-2024_SHOT0047_94.jpg,02-07-2024,SHOT0047,94,"[[1495.9891357421875, 727.3778686523438, 1540.4364013671875, 773.5899658203125]]",miss
frame_02-07-2024_SHOT0048_0.jpg,02-07-2024,SHOT0048,0,"[[845.6683959960938, 402.88714599609375, 884.5160522460938, 443.51416015625]]",miss
frame_02-07-2024_SHOT0048_141.jpg,02-07-2024,SHOT0048,141,"[[1007.5147705078125, 846.4024658203125, 1047.1607666015625, 889.1134033203125]]",miss
frame_02-07-2024_SHOT0048_188.jpg,02-07-2024,SHOT0048,188,[],broken
frame_02-07-2024_SHOT0048_235.jpg,02-07-2024,SHOT0048,235,"[[1421.251953125, 311.52069091796875, 1473.7879638671875, 373.1650085449219]]",miss
frame_02-07-2024_SHOT0048_282.jpg,02-07-2024,SHOT0048,282,"[[1160.5516357421875, 394.98065185546875, 1212.791259765625, 451.50567626953125]]",miss
frame_02-07-2024_SHOT0048_329.jpg,02-07-2024,SHOT0048,329,"[[1333.5269775390625, 605.928955078125, 1385.75390625, 662.8112182617188]]",miss
frame_02-07-2024_SHOT0048_376.jpg,02-07-2024,SHOT0048,376,"[[1261.31201171875, 823.7200317382812, 1307.9630126953125, 874.3912353515625]]",miss
